player_id,name,date_of_birth
606743,Ivan Lytvynenko,2001-04-10
607225,Florent Sanchez,2003-04-02
609647,Angelos Tsingaras,1999-07-24
609648,Petros Bagalianis,2001-02-06
610570,Julián Bartolo,1996-04-15
611347,Alperen Eskicirak,2000-09-12
611912,Harry Sharp,2001-04-04
612826,Silas,1998-10-06
614195,Dani Plomer,1998-11-30
615326,Tyreek Magee,1999-08-27
615644,Aleksandr Grunichev,2003-08-08
616536,Mert Celik,2000-06-10
616667,Mattia Pagliuca,2002-04-25
617408,Tatsuhiro Sakamoto,1996-10-22
617673,Andrés Cabrera,1995-01-28
618179,Ikbal Ipek,1998-03-27
618342,Yanis Saidani,2001-08-20
618408,Maxen Kapo,2001-01-19
620477,Kaio Jorge,2002-01-24
620566,Jannes Van Hecke,2002-01-15
620598,Ameen Al-Dakhil,2002-03-06
621123,Luca Stanga,2002-01-23
623024,Jesús Vázquez,2003-01-02
623330,Myroslav Trofymyuk,2001-04-08
623579,Abdullah Gürbüz,2000-03-11
623773,Kristoffer Lund,2002-05-14
628645,Filippo Tripi,2002-01-06
629566,Eddy Sylvestre,1999-08-29
630990,Ismael Gutiérrez,2000-08-07
631576,Batuhan Kör,2001-03-09
632086,Ilyas Lefrancq,2003-12-03
632675,Oleksiy Shpak,1998-08-15
633434,Salih Kavrazli,2002-03-16
635163,Cenk Alptekin,2001-01-12
635807,Marlon,1997-09-15
636229,Carlos León,2002-12-05
637549,Nikita Matyunin,2004-04-27
638666,Josh Flint,2000-10-13
639758,Abdoulaye Sidibé,2002-02-09
641537,Tommaso Baldanzi,2003-03-23
644158,Lucas Silva,1998-01-30
644244,Enis Cokaj,1999-02-23
644682,Sebastian Jessen,2004-01-11
646997,Jayden Bennetts,2001-06-26
647484,Ebrima Darboe,2001-06-06
649261,Viktor Aleksandrov,2002-02-14
652996,Saïd Hamulic,2000-11-12
653091,Taner Gümüs,2001-04-26
653415,Leonardo Buta,2002-06-05
655893,Ravil Tagir,2003-05-06
655986,Reece Welch,2003-09-19
656441,Jean Onana,2000-01-08
657124,Riku Danzaki,2000-05-31
658586,Matteo Fiorenza,2003-06-15
658737,Mor Ndiaye,2000-11-22
659219,Guilherme,2001-06-12
659886,Bill,1999-05-07
662131,Ahmetcan Kaplan,2003-01-16
662132,Furkan Yasa,2003-02-21
662140,Eray Özbek,2003-01-09
663424,Lasse Berg Johnsen,1999-08-18
663581,Vini Souza,1999-06-17
666545,Capita,2002-01-10
667980,Irakliy Manelov,2002-09-19
667999,Anas Nanah,2003-03-12
668587,Nazinho,2003-07-20
668606,Yuito Suzuki,2001-10-25
669219,Kewin,1995-01-25
670847,Momo Cho,2004-01-19
670861,Luke Chambers,2004-06-24
671915,Enzo Barrenechea,2001-05-22
672683,Maxime Maes,2001-06-22
673492,Morato,2001-06-30
676117,Diogo Motty,2000-04-07
676190,Killian Benvindo,2001-04-26
682959,Konstantinos Panagiotou,1997-02-11
683891,Serge-Philippe Raux Yao,1999-05-30
685854,Ruslan Bezrukov,2002-03-21
685939,Yaroslav Shcherbin,2002-06-25
686530,Ilya Sadygov,2000-09-29
687035,Kelvin Ofori,2001-07-27
689634,James Gomez,2001-11-14
694549,Sam Sanna,1999-03-08
695141,Brian Araújo,2000-04-29
697144,Burak Ince,2004-01-20
698110,Lorenzo Malagrida,2003-10-24
699306,Ilya Tuseev,2002-07-19
700035,Emin Can Uysal,2002-01-04
700305,Buluthan Bulut,2002-07-21
700400,Tibet Öniz,2002-01-25
700998,Chaka Traorè,2004-12-23
701325,Bruno Onyemaechi,1999-04-03
702441,Sinaly Diomandé,2001-04-09
704176,Destiny Egharevba,2003-02-04
704693,Lorenzo Codutti,2003-06-27
706063,Rein Van Helden,2002-07-24
707271,Charlie Pérez,2002-06-07
709478,Mykyta Turbayevskyi,2002-03-12
710479,Jesús Palomeque,2001-10-17
716411,Maissa Ndiaye,2002-01-28
717421,Valentin Rabouille,2000-04-15
717585,Mory Gbane,2000-12-25
718580,Antonio Marchena,2002-07-27
723008,Miliano Jonathans,2004-04-05
724418,Eljon Toci,2003-01-09
724428,Oula Traoré,1995-09-29
726019,Oleksandr Yatsyk,2003-01-03
726717,Konstantinos Pomonis,2002-06-05
727079,Emir Tintis,2004-01-12
729677,Noam Bonnet,2002-05-25
735349,Rafail Sgouros,2004-05-28
735417,Fotis Zannis,2003-01-03
737781,Jérémy Le Douaron,1998-04-21
739885,Bilal Ceylan,2003-09-07
741033,Lucho Vega,1999-04-09
741292,Iker Bravo,2005-01-13
742297,Caden Clark,2003-05-27
743557,Jacob Blaney,2004-09-08
743894,Efe Can Sacikara,2004-03-29
744416,Matías Pérez,1999-03-03
746427,Dmitriy Vershkov,2002-05-27
748061,Lasse Schulz,2003-03-29
751392,Kayra Erciyas,2003-02-04
752691,Bogdan Veklyak,1999-08-31
768384,Momo Cissé,2002-10-17
774554,Myroslav Znovenko,2002-02-26
775868,Denys Demyanenko,2000-07-05
777502,Talha Sariarslan,2004-01-18
789082,Vanderson,2001-06-21
790482,Flip Klomp,2001-10-18
791173,Noah Crétier,2001-11-14
794349,Julien Le Cardinal,1997-08-03
795055,El Hadji Gueye,1999-08-20
796259,Abdulkadir Sünger,2000-05-24
802516,Noah Sahsah,2005-07-08
802987,Irvyn Lomami,2003-12-30
808420,Semir Ozturk,2003-10-27
811544,Aleksandr Kovalenko,2003-08-08
814976,Martin Adeline,2003-12-02
815113,Labros Moustakas,2003-09-18
818068,Magrão,2000-05-15
818888,Antonio Raimondo,2004-03-18
820374,Kobbie Mainoo,2005-04-19
834768,Darío Serra,2003-01-20
848875,Diego Callai,2004-07-18
855607,Bryan Nokoue,2002-05-23
857756,Ugur Can Semizoglu,2001-06-08
860073,Arda Uzun,2005-04-24
863208,Daniil Davydenko,2000-03-26
875333,Göktug Baytekin,2004-11-20
876263,Ejaita Ifoni,2000-02-13
876756,Batuhan Öztürk,2002-02-27
876865,Berat Yaman,2002-10-20
882225,Ivan Koshkosh,2001-04-08
888023,Kevin Kelsy,2004-07-27
888677,Gustav Jörgensen,2004-11-26
896154,Leonid Mina,2004-03-28
907302,Harrison Clark,2003-05-11
913305,Idjessi Metsoko,2002-03-14
913539,Estanis Pedrola,2003-08-24
919515,Jeanuël Belocian,2005-02-17
921521,Dylan MacDonald,2003-09-19
929543,Preben Stiers,2001-10-23
935039,Maryan Faryna,2003-08-28
956101,Emre Nizam,2002-01-02
958598,Robert Renan,2003-10-11
968426,Halil Ibrahim Atci,2006-02-04
973825,Alessio Sternon,2001-11-09
974374,Anthony Valencia,2003-07-21
990131,Samer Al-Mohaimeed,2001-04-01
995507,Konstantinos Tanoulis,2005-03-07
998442,Yunus Toplu,2005-05-08
1001817,Edmilson Mendes,2003-03-20
1059630,Vitaliy Mykhayliv,2005-10-11
264,Tamás Hajnal,1981-03-15
411,Levan Kobiashvili,1977-07-10
1197,Peter Graulund,1976-09-20
1327,Alou Diarra,1981-07-15
1606,Morten Rasmussen,1985-03-26
1743,Patrick Platins,1983-04-19
1896,Ahmet Cebe,1983-05-02
2048,Philipp Haastrup,1982-03-05
3195,Jermaine Pennant,1983-01-15
3310,Nicky Weaver,1979-03-02
3332,Wayne Rooney,1985-10-24
3614,Tony Hibbert,1981-02-20
3901,Pierre-Alain Frau,1980-04-15
4133,Richie Ryan,1985-01-06
4233,Adam Federici,1985-01-31
4276,Carlos Tevez,1984-02-05
4351,Remco van der Schaaf,1979-02-28
4415,Tim Cornelisse,1978-04-03
4471,Robert van Boxel,1983-01-20
4673,Wesley Sneijder,1984-06-09
4698,Stijn Schaars,1984-01-11
4796,Kader Mangane,1983-03-23
4873,Armand Deumi,1979-03-12
5169,Hélder Postiga,1982-08-02
5299,Ludovic Giuly,1976-07-10
5393,Sylvain Monsoreau,1981-03-20
5461,Florent Malouda,1980-06-13
5477,Rod Fanni,1981-12-06
5507,Mario Yepes,1976-01-13
5518,Ariza Makukula,1981-03-04
5622,Guillaume Lacour,1980-08-02
5680,Toifilou Maoulida,1979-06-08
5768,Rubén Olivera,1983-05-04
5870,Massimo Donati,1981-03-26
5880,Morgan De Sanctis,1977-03-26
6020,Francesco Tavano,1979-03-02
6073,Ricardo Verón,1981-01-22
6118,Mamadou Niang,1979-10-13
6287,Marco Caligiuri,1984-04-14
6320,Danko Lazovic,1983-05-17
6457,Axel Bellinghausen,1983-05-17
6636,Christian Fuchs,1986-04-07
6931,Gino Coutinho,1982-08-05
7133,Luciano Figueroa,1981-05-19
7568,David Navarro,1980-05-25
7776,Josemi,1979-11-15
7784,Ivan Leko,1978-02-07
7914,Carlos Kameni,1984-02-18
7949,Kees Kwakman,1983-06-10
8691,Sedat Agcay,1981-09-22
9218,Matthew Taylor,1981-11-27
9524,Rudi Skacel,1979-07-17
9621,Zurab Khizanishvili,1981-10-06
9852,Konstantinos Katsouranis,1979-06-21
9966,Almen Abdi,1986-10-21
10501,Paul Gallagher,1984-09-08
12029,Ludovic Butelle,1983-04-03
12101,Franck Signorino,1981-09-19
12125,Stephen Kelly,1983-09-06
12134,François Clerc,1983-04-18
12530,Oguzhan Bahadir,1979-12-24
12638,Barry Nicholson,1978-08-24
12673,Stephen Pearson,1982-10-02
12864,Jaroslav Drobny,1979-10-18
12907,Alessio Cragno,1994-06-28
13157,Filipe Anunciação,1979-05-27
13168,Raúl Meireles,1983-03-17
13683,Dean Whitehead,1982-01-12
14240,Miguel Fidalgo,1982-03-19
14244,Paulo Assunção,1980-01-25
14263,André Vilas Boas,1983-06-04
14334,Marcos António,1983-05-25
14863,Sander Duits,1983-08-29
14879,Pierre Boya,1984-01-16
15045,Niki Zimling,1985-04-19
15790,Ferrán Corominas,1983-01-05
16311,Rouwen Hennings,1987-08-28
16576,Carlos Cuéllar,1981-08-23
16716,Danny Guthrie,1987-04-18
16768,Bora Sevim,1984-02-17
16810,Marco Amelia,1982-04-02
17217,Grigoris Papazacharias,1985-03-20
17232,Luigi Cennamo,1980-02-07
17976,Anthony Scaramozzino,1985-04-30
18533,Michael Parensen,1986-06-24
18543,Víctor Montaño,1984-05-01
18646,Agus García,1985-05-03
18831,Bilal Aziz Özer,1985-07-01
18944,Gerard Piqué,1987-02-02
18952,Milos Maric,1982-03-05
19059,Heurelho Gomes,1981-02-15
19063,Ard van Peppen,1985-06-26
19354,Dennis Aogo,1987-01-14
20714,Tal Ben Haim,1982-03-31
20843,Frank Hansen,1983-02-23
21490,Mounir El Hamdaoui,1984-07-14
21725,Filipe Luís,1985-08-09
21935,Andrea Mantovani,1984-06-22
22459,Jens Berthel Askou,1982-08-19
22516,Chris Sörensen,1977-07-27
22753,Ivan Trickovski,1987-04-18
22802,Willie Dyer,1987-02-25
22952,Caglar Birinci,1985-10-02
23086,Gunnar Nielsen,1986-10-07
23111,Johnny Thomsen,1982-02-26
23160,Stephan Petersen,1985-11-15
23338,Asier Riesgo,1983-10-06
23874,Vincent Rüfli,1988-01-22
23951,Steve Mandanda,1985-03-28
23955,Joris Marveaux,1982-08-15
24049,Ruslan Rotan,1981-10-29
24054,Oleg Shelayev,1976-11-05
24064,Dmytro Vorobyov,1977-07-27
24195,Vasco Matos,1980-10-10
24523,Oguzhan Türk,1986-05-17
24633,Eduardo,1983-02-25
25036,Renat Sabitov,1985-06-13
25066,Aleksandr Dantsev,1984-10-14
25488,Antonio Candreva,1987-02-28
25542,Elsad Zverotic,1986-10-31
25750,Vladimer Dvalishvili,1986-04-20
25807,Aleksandar Radosavljevic,1979-04-25
25916,Evgeniy Shipitsin,1985-01-16
26099,Lino,1977-06-01
26101,Cicinho,1980-06-24
26727,Nicolás Navarro,1985-03-25
27116,Benjamin Psaume,1985-01-12
27234,Branimir Petrovic,1982-06-26
27488,Braulio Nóbrega,1985-09-18
27613,Theodoros Tripotseris,1986-03-04
28285,Dani Pacheco,1991-01-05
28775,Stanislav Sestak,1982-12-16
28828,Gabriele Aldegani,1976-05-10
29056,César Navas,1980-02-14
29213,Andreas Granqvist,1985-04-16
29246,Yuriy Zhevnov,1981-04-17
30365,Mikael Dahlberg,1985-03-16
30638,Sergio Floccari,1981-11-12
30758,Darío Cvitanich,1984-05-16
30834,Pablo Vitti,1985-07-09
31027,Filipe Gonçalves,1984-08-12
31493,Rubin Okotie,1987-06-06
31535,Nick Proschwitz,1986-11-28
31864,Christopher Nöthe,1988-01-03
31909,Toni Kroos,1990-01-04
32387,Baptiste Ulens,1987-07-24
32929,Goran Roce,1986-04-12
33195,Jan Mucha,1982-12-05
33710,Semedo,1985-01-11
33789,Isaac Promise,1987-12-02
33797,Kerem Seras,1984-01-01
33868,Roland Juhász,1983-07-01
33873,Asmir Begovic,1987-06-20
33942,Florian Marange,1986-03-03
34324,Emanuel Perrone,1983-06-14
34405,Milan Purovic,1985-05-07
34531,Milan Cerny,1988-03-16
34652,Jaroslaw Fojut,1987-10-17
35278,Serdar Özbayraktar,1981-11-22
35383,Júnior Díaz,1983-09-12
36080,Miralem Sulejmani,1988-12-05
36293,Serge Gakpé,1987-05-07
36423,Roger Guerreiro,1982-05-25
36500,Ola Toivonen,1986-07-03
36691,Jarl André Storbaek,1978-09-21
36884,Kyle Lafferty,1987-09-16
37013,Sami Allagui,1986-05-28
37290,Bojan Golubovic,1983-08-22
37598,Rubinho,1982-08-04
37857,Ernest N'For,1986-04-28
37947,Mateus,1984-06-19
38400,Jean-Christophe Vergerolle,1985-07-12
38700,Igor Usminskiy,1977-04-23
39027,Tayfun Pektürk,1988-05-13
39198,Didier Ya Konan,1984-05-22
39256,Sebastián Leto,1986-08-30
39373,Darko Bodul,1989-01-11
39381,Gareth Bale,1989-07-16
39932,Bédi Buval,1986-06-16
40034,Jens Grahl,1988-09-22
40423,Claudio Bravo,1983-04-13
40429,Gonzalo Jara,1985-08-29
41311,Michele Paolucci,1986-02-06
41609,Marcus Pedersen,1990-06-08
41994,Luca Ceccarelli,1983-03-24
42205,Yann Sommer,1988-12-17
42531,Kenny Steppe,1988-11-14
42667,Marius Zaliukas,1983-11-10
42751,Roger Johnson,1983-04-28
42783,André Hahn,1990-08-13
42934,Franck Guela,1986-06-19
42974,Kevin Kratz,1987-01-21
43333,Zsolt Laczkó,1986-12-18
43530,Adam Lallana,1988-05-10
44622,Vladimir Kisenkov,1981-10-08
44709,Paolo De Ceglie,1986-09-17
44855,Dame N'Doye,1985-02-21
44970,Ahmet Aras,1987-12-13
44972,Mahmut Bezgin,1986-03-01
45272,Youssouf Mulumbu,1987-01-25
45328,Santiago Villafañe,1988-05-19
45397,Mauro Poy,1981-07-02
45427,Umut Gündogan,1990-06-12
45475,Mahamane Traoré,1988-08-31
45529,Said Ahmed Said,1993-04-20
45541,Ismo Vorstermans,1989-03-30
45581,Joel Obi,1991-05-22
45653,Mateo Musacchio,1990-08-26
45717,Nenê,1983-07-28
45812,Djordje Lazic,1983-06-18
45846,Saidi Ntibazonkiza,1987-05-01
46004,Thorbjörn Holst Rasmussen,1987-03-21
46056,Ante Kulusic,1986-06-06
46110,Ljubomir Fejsa,1988-08-14
46220,Pablo Hernández,1985-04-11
46845,Carlo Costly,1982-07-18
47065,Filip Djordjevic,1987-09-28
47431,Michalis Kripintiris,1981-03-08
47576,Valerica Gaman,1989-02-25
47647,Gorka Elustondo,1987-03-18
48003,Christian Puggioni,1981-01-17
48052,Martin Pusic,1987-10-24
48262,Krisztián Németh,1989-01-05
48280,Edinson Cavani,1987-02-14
48557,Aleksandr Sukhov,1986-01-03
48601,Rene Mihelic,1988-07-05
48703,Mano,1987-04-09
48756,Rui Sampaio,1987-05-29
48835,Andriy Fedorenko,1984-01-09
48867,Michael Lumb,1988-01-09
48930,Pelé,1987-09-14
48950,Jordan Rhodes,1990-02-05
49000,Igor Korotetskyi,1987-09-13
49098,Danny Racchi,1987-11-22
49292,Martin Mutumba,1985-06-15
49347,Mitchell Langerak,1988-08-22
49719,Vladimir Koman,1989-03-16
49730,Sebastian Jung,1990-06-22
49737,Yannick Stark,1990-10-28
50478,Jacob Berthelsen,1986-07-04
50750,Bartlomiej Babiarz,1989-02-03
51106,Jan Washausen,1988-10-12
51118,Adil Rami,1985-12-27
51282,Mamadou Bah,1988-04-25
51430,Stephen McGinn,1988-12-02
51454,Luis Aguiar,1985-11-17
51630,Sergey Davydov,1985-07-22
51984,Elini Dimoutsos,1988-06-18
52322,Bruno Teles,1986-05-01
52380,Jonny Hayes,1987-07-09
52769,Willian,1988-08-09
52881,Marcus Vinícius,1985-03-22
52918,André Dias,1979-05-15
53077,Alberto Botía,1989-01-27
53258,Vladyslav Lupashko,1986-12-04
53554,Abdullah Karmil,1988-01-22
53669,Matthias Ostrzolek,1990-06-05
53841,Cássio,1980-08-12
54217,Raúl Fernández,1988-03-13
54581,Ilija Nestorovski,1990-03-12
55524,Alper Uludag,1990-12-11
55735,Henrikh Mkhitaryan,1989-01-21
56006,Marcos Díaz,1986-02-05
56231,Mandla Masango,1989-07-18
56372,Hursut Meric,1983-07-31
56381,Adil Auassar,1986-10-06
56903,Diego Fabbrini,1990-07-31
57170,Féthi Harek,1982-10-21
57249,Édouard Duplan,1983-05-13
57367,Johann Carrasso,1988-05-07
57402,Charles Kaboré,1988-02-09
57403,Foued Kadir,1983-12-05
57888,Pavlo Ksyonz,1987-01-02
57894,Vladyslav Mykulyak,1984-08-30
57961,Edu Albacar,1979-11-16
58008,Maksym Feshchuk,1985-11-25
58295,Petar Skuletic,1990-06-29
58301,Hugo Ventura,1988-01-14
58713,Murat Kayali,1989-08-13
58799,Salva Sevilla,1984-03-18
58806,André Weis,1989-09-30
58818,Claudio Beauvue,1988-04-16
58864,Pierre-Emerick Aubameyang,1989-06-18
58956,Oleksandr Maksymov,1985-02-13
59253,Andriy Boyko,1981-04-27
59594,Marko Vejinović,1990-02-03
60085,Georgios Goumagias,1978-09-12
60534,Sebastian Eriksson,1989-01-31
60573,Yann M'Vila,1990-06-29
60578,Prince Oniangué,1988-11-04
60603,Kévin Théophile-Catherine,1989-10-28
61335,Alexander Fischer,1986-09-16
61573,Jonathan Hogg,1988-12-06
61632,Ryan McGivern,1990-01-08
61730,Tengarrinha,1989-02-17
62445,Sebastian Andersen,1988-12-23
62451,Carsten Christensen,1986-08-28
62834,Igor Gorbatenko,1989-02-13
63293,Tiago Pinto,1988-02-01
63695,Dani Benítez,1987-04-07
64118,Alexandru Bourceanu,1985-04-24
64126,Alexandru Chipciu,1989-05-18
64535,Orlando Sá,1988-05-26
65072,Juan Manuel Insaurralde,1984-10-03
65262,Rubén Martínez,1989-12-08
65467,Vicente Iborra,1988-01-16
65681,Dugary Ndabashinze,1989-10-08
65781,Daniel Opare,1990-10-18
66008,Renan Bressan,1988-11-03
66052,Ermir Lenjani,1989-08-05
66596,Hüsamettin Tut,1991-01-01
67084,Fabián Monzón,1987-04-13
67245,Martijn van der Laan,1988-07-29
67274,Gary Dicker,1986-07-31
67371,Rory Boulding,1988-07-21
67566,Volkan Yilmaz,1987-09-01
68183,David Meyler,1989-05-29
68442,Vagner,1986-06-06
68826,Jude Nworuh,1989-06-09
68976,Pierre Kanstrup,1989-02-21
69011,Pavel Stepanets,1987-05-27
69396,Zhi Gin Lam,1991-06-04
69412,Paul Cairney,1987-08-29
69636,Mathias Gehrt,1992-06-07
69751,Jordi Alba,1989-03-21
69912,Joel Ekstrand,1989-02-04
70295,Igor Picusceac,1983-03-27
70946,Xisco Campos,1982-03-10
71002,Carlos Caballero,1984-10-05
71034,Fran Miranda,1988-03-27
71123,André Krul,1987-05-08
71548,Anaitz Arbilla,1987-05-15
72315,Javi Márquez,1986-05-11
72792,Niko Gießelmann,1991-09-26
72873,Semen Fomin,1989-01-10
73492,Joe Dudgeon,1990-11-26
73636,Hernán Pérez,1989-02-25
73926,Davide Faraoni,1991-10-25
74091,Viktor Noring,1991-02-03
74856,Reinhold Yabo,1992-02-10
74869,Francis Coquelin,1991-05-13
75076,Everton Luiz,1988-05-24
75471,Yannick Bolasie,1989-05-24
77001,Rajiv van La Parra,1991-06-04
77145,Jonathan Rowell,1989-09-10
77449,Cyriac,1990-08-15
77563,Samuel Sahin-Radlinger,1992-11-07
77752,Baiano,1987-02-23
77797,Christiaan Cicek,1988-12-03
77828,Mathieu Dossevi,1988-02-12
77974,Floyd Ayité,1988-12-15
78500,Stefan Deloose,1990-01-14
78961,Gary Mackay-Steven,1990-08-31
79192,Edwin Gyasi,1991-07-01
79501,Daniel Ginczek,1991-04-13
79522,Yuto Nagatomo,1986-09-12
27805,Eljero Elia,1987-02-13
32779,Max Grün,1987-04-05
36786,Morten Bertolt,1984-02-12
36877,Bojan Jorgacevic,1982-02-12
37095,Aydin Toscali,1980-08-14
37712,Daniel Carriço,1988-08-04
40370,Stefán Gíslason,1980-03-15
41281,Nicolás Pareja,1984-01-19
42466,Oumar Sissoko,1987-09-13
42952,Moritz Hartmann,1986-06-20
43193,Elliott Bennett,1988-12-18
44072,Marcos Tébar,1986-02-07
45319,Gabriel Mercado,1987-03-18
45721,Berkan Afsarli,1991-03-01
47285,Ibrahima Traoré,1988-04-21
48764,Anders Randrup,1988-07-16
51190,Marc Vucinovic,
52281,Güray Vural,1988-06-11
52585,James Troisi,1988-07-03
55439,Nikolay Zabolotnyi,1990-04-16
57598,Klaus Gjasula,1989-12-14
57808,Natxo Insa,1986-06-09
57901,Vyacheslav Sharpar,1987-06-02
58675,Sercan Bas,1988-07-01
58954,Yevgen Peskov,1981-09-22
60805,Alex Zahavi,1991-01-21
61336,Brian Hamalainen,1989-05-29
65255,Timm Klose,1988-05-09
67583,Serol Demirhan,1988-12-05
68862,Luca Di Matteo,1988-02-25
73569,Cem Sultan,1991-02-27
74200,Jaime Simões,1989-06-11
74643,Soner Örnek,1989-02-28
75221,Harm Zeinstra,1989-07-21
75407,José Luis Fernández,1987-10-26
76195,Marcos Bambam,1991-03-19
77248,Nejc Vidmar,1989-03-31
78514,David Boysen,1991-04-30
81796,Sung-yueng Ki,1989-01-24
81997,Fernando Martínez,1990-06-10
82113,Alexander Ring,1991-04-09
84622,Sinisa Andjelkovic,1986-02-13
88706,Simone Romagnoli,1990-02-09
90024,Alfred Finnbogason,1989-02-01
96167,Amin Younes,1993-08-06
98283,Romain Reynaud,1983-03-02
99189,Pelé,1991-09-29
99517,Rick ten Voorde,1991-06-20
99993,Nicolás Mezquida,1992-01-21
105470,Alisson,1992-10-02
111630,Erik Lamela,1992-03-04
112617,Philip Heise,1991-06-20
120427,René Klingenburg,1993-12-29
125315,Daniel Lück,1991-05-18
126516,Antonio Luna,1991-03-17
126796,Adrien Regattin,1991-08-22
134270,Dan Burn,1992-05-09
134631,Sinan Bakis,1994-04-22
139208,Virgil van Dijk,1991-07-08
139393,Tomané,1992-10-23
141563,Aziz Deen-Conteh,1993-01-14
143219,Krisztián Adorján,1993-01-19
144304,Ognjen Ozegovic,1994-06-09
147369,Thalles,1991-01-08
148209,Matti Steinmann,1995-01-08
152460,Eric Oelschlägel,1995-09-20
157540,Dionysis Giannoulis,1990-11-09
159065,Michalis Tsamourlidis,1992-03-22
164913,Soualiho Meïté,1994-03-17
170927,Simon Falette,1992-02-19
171234,Ben Reeves,1991-11-19
174213,Oleksandr Tkachenko,1993-02-19
176072,Kahraba,1994-04-13
181795,Jonathan Vervoort,1993-08-13
183168,Kenny McEvoy,1994-09-04
187292,Elroy Pappot,1993-04-20
191855,Alexandros Smyrlis,1993-02-07
192089,Ruca,1990-09-11
196238,Emmanuel Okoye,1991-04-04
200393,Bilal Kilic,1994-09-17
200789,Sefa Isci,1996-03-26
201139,Kristoffer Larsen,1992-01-19
202228,Milos Veljkovic,1995-09-26
204142,Marcus Solberg,1995-02-17
206364,Ricardo Moura,1988-12-14
207273,Sander Thomas,1997-06-26
210142,Charlie Took,1993-05-25
221659,Gonzalo Suárez,1994-04-22
222632,Jasper Van Der Heyden,1995-07-03
227199,Igor Soldat,1991-03-10
236509,Connor Ogilvie,1996-02-14
242792,Mustafa Altun,1993-01-26
243188,László Bénes,1997-09-09
243641,Sem de Wit,1995-03-30
247213,Alan Aussi,2001-06-30
247882,Fessou Euloge Placca,1994-12-31
249568,Thibault Vlietinck,1997-08-19
253722,Djibril Paye,1990-02-26
254985,Taulant Seferi,1996-11-15
258912,Luke Amos,1997-02-23
264402,Abdurrahman Ayhanoglu,1994-01-20
271446,Kiu,1995-01-04
271861,Crislan,1992-03-13
272699,Rick Hemmink,1993-02-14
272999,Miguel Almirón,1994-02-10
279255,Berg,1992-09-14
282897,Kristiyan Malinov,1994-03-30
289538,Kino Delorge,1998-01-05
294188,Dmytro Klyots,1996-04-15
296780,Anton Kotlyar,1993-03-07
297033,Fedor Osin,1994-02-10
303140,Mauricio Lemos,1995-12-28
308428,Mickael Leca,1994-07-04
314137,Eboue Kouassi,1997-12-13
315256,Mike Feigenspan,1995-08-05
320273,Benjamin Lund,1997-03-12
321884,Justin Shaibu,1997-10-28
322990,Benjamin Källman,1998-06-17
324736,Laurens Vermijl,1997-02-03
329393,Tarzan,1994-10-26
331634,Florian Mayer,1998-03-04
331977,François-Joseph Sollacaro,1994-03-21
333271,Ahmed Hassan,1995-12-09
333361,Chumi,1999-03-02
335012,Douglas,1993-02-11
335473,Pierre Zebli,1997-12-06
337805,Jorge Pereira,1998-03-10
339844,Zurab Ochigava,1995-05-18
340324,Eddie Nketiah,1999-05-30
340950,Diogo Jota,1996-12-04
343316,Sergiy Kosovskyi,1998-05-19
345582,Magnus Wörts,1999-02-08
358421,Jakob Johansson,1998-08-06
374283,Antony Evans,1998-09-23
374999,Josias Roulez,1996-12-26
378260,David Schnegg,1998-09-29
382533,Timur Pukhov,1998-06-17
388029,Luca Schuler,1999-03-22
388058,Benjamin Goller,1999-01-01
390664,Jacob Lungi Sörensen,1998-03-03
392154,Kaan Kurt,2001-12-21
398435,Kike Ríos,2000-01-21
400549,Magnus Kaastrup,2000-12-28
401717,Julio Villalba,1998-09-17
407577,Chima Akas,1994-05-03
412649,Tommaso Cassandro,2000-01-09
425713,Akin Famewo,1998-11-09
426509,Denys Sidelnyk,1995-06-05
427900,Ismail Esen,1998-02-08
427909,Jonathan Eriksen,1998-10-11
429099,Bogdan Melnyk,1997-01-04
434110,Leo Greiml,2001-07-03
435418,Hilmi Resiti,1997-07-29
438689,Robin Polley,1998-12-28
448587,Mikkel Basse,1996-08-31
454667,Augustas Dubickas,2001-03-17
461484,Frederik Ibsen,1997-03-28
462285,Fabian de Keijzer,2000-05-10
464068,Maxime Thiel,2001-08-06
465307,Jordy Gillekens,2000-02-18
471690,Max Aarons,2000-01-04
480425,Vitaliy Zhironkin,2000-03-10
481166,Hakim Ouro-Sama,1997-12-28
486604,Vitezslav Jaros,2001-07-23
490386,Jay-Dee Geusens,2002-03-05
491298,Ewoud Pletinckx,2000-10-10
503765,James Hillson,2001-01-14
503769,Arthur Okonkwo,2001-09-09
518723,Luizão,1998-02-20
521844,Kyrylo Kostenko,1998-12-04
529833,Riccardo Pigozzo,2000-02-26
533399,Marcus Gudmann,2000-02-27
534435,Joseph Paintsil,1998-02-01
537369,Adrián González,2000-03-20
540630,Jakub Ojrzynski,2003-02-19
557012,Trova Boni,1999-12-21
568693,Pape Matar Sarr,2002-09-14
569777,Alassane Ndao,1996-12-20
571467,Mark Medvedev,1998-04-19
574501,Lukas Willen,2003-04-25
574772,Lázaro,2002-03-12
578421,Ruben Kluivert,2001-05-21
578737,Enzo Martínez,1998-04-29
579287,Daniel Svensson,2002-02-12
583046,Medon Berisha,2003-10-21
587302,Clinton Antwi,1999-11-06
593071,Vitor Caetano,1999-07-01
594273,Jeremy Antonisse,2002-03-29
609556,William Osula,2003-08-04
610335,Iván Jaime,2000-09-26
618901,Sam McCallum,2000-09-02
622865,Batuhan Arslan,1999-01-09
623872,Patrick Leal,2003-02-21
